source,reference,greedy,beam4,bleu_greedy,bleu_beam4,error_type
consider what i say and the lord give thee understanding in all things,جو میں کہتا ہوں اس پر غور کر کیونکہ خداوند تجھے سب باتوں کی سمجھ دے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.253439997664676,0.7994558977715326,Complete Hallucination
ever learning and never able to come to the knowledge of the truth,اور ہمیشہ تعلیم پاتی رہتی ہیں مگر حق کی پہچان تک کبھی نہیں پہنچتیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.6919670206157078,1.0319608424115312,Complete Hallucination
persecutions afflictions which came unto me at antioch at iconium at lystra what persecutions i endured but out of them all the lord delivered me,یعنی ایسے دکھوں میں جو انطاکیہ اور اکنیم اور لسترہ میں مجھ پر پڑے اور اور دکھوں میں بھی جو میں نے اٹھائے ہیں مگر خداوند نے مجھے ان سب سے چھڑا لیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3009469019645809,0.08997963435713734,Severe Under-generation
but watch thou in all things endure afflictions do the work of an evangelist make full proof of thy ministry,مگر تو سب باتوں میں ہوشیار رہ . دکھ اٹھا . بشارت کا کام انجام دے . اپنی خدمت کو پورا کر .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.639291322009975,0.3290990795466057,Complete Hallucination
i have fought a good fight i have finished my course i have kept the faith,میں اچھّی کشتی لڑ چکا . میں نے دوڑ کو ختم کر لیا . میں نے ایمان کو محفوظ رکھّا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9285711888012419,0.5207967965819312,Complete Hallucination
alexander the coppersmith did me much evil the lord reward him according to his works,سکندر ٹھٹھیرے نے مجھ سے بہت برائیاں کیں . خداوند اسے اس کے کاموں کے موافق بدلہ دے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.2203998668687759,0.7144434713866143,Partial Match
but hath in due times manifested his word through preaching which is committed unto me according to the commandment of god our saviour,اور اس نے مناسب وقتوں پر اپنے کلام کو اس پیغام میں ظاہر کیا جو ہمارے منّجی خدا کے حکم کے مطابق میرے سپرد ہؤا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.9517197217786957,0.6455795442953864,Severe Under-generation
for this cause left i thee in crete that thou shouldest set in order the things that are wanting and ordain elders in every city as i had appointed thee,میں نے تجھے کریتے میں اس لئے چھوڑا تھا کہ تو باقی ماندہ باتوں کو درست کرے اور میرے حکم کے مطابق شہر بہ شہر ایسے بزرگوں کو مقرّر کرے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.4062358262296014,0.1381244082879506,Severe Under-generation
if any be blameless the husband of one wife having faithful children not accused of riot or unruly,جو بے الزام اور ایک ایک بیوی کے شوہر ہوں اور ان کے بچّے ایماندار اور بد چلنی اور سرکشی کے الزام سے پاک ہوں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6232908885590982,0.2549517280906635,Severe Under-generation
teaching us that denying ungodliness and worldly lusts we should live soberly righteously and godly in this present world,اور ہمیں تربیت دیتا ہے کہ بے دینی اور دنیوی خواہشوں کا انکار کر کے اس موجودہ جہان میں پرہیزگاری اور راستبازی اور دینداری کے ساتھ زندگی گزاریں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.49617755862031065,0.1838038348739737,Severe Under-generation
looking for that blessed hope and the glorious appearing of the great god and our saviour jesus christ,اور اس مبارک امید یعنی اپنے بزرگ خدا اور منّجی یسوع مسیح کے جلال کے ظاہر ہونے کے منتظر رہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.097969136342636,0.5207967965819312,Complete Hallucination
these things speak and exhort and rebuke with all authority let no man despise thee,پورے اختیار کے ساتھ یہ باتیں کہہ اور نصیحت دے اور ملامت کر . کوئی تیری حقارت نہ کرنے پائے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9285711888012419,0.437936159321364,Complete Hallucination
bring zenas the lawyer and apollos on their journey diligently that nothing be wanting unto them,زیناس عالم شرع اور اپلّوس کو کوشش کرکے روانہ کر دے . اس طور پر کہ ان کو کسی چیز کی حاجت نہ رہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6888429635370448,0.2941033889134051,Severe Under-generation
that the communication of thy faith may become effectual by the acknowledging of every good thing which is in you in christ jesus,تاکہ تیرے ایمان کی شراکت تمہاری ہر خوبی کی پہچان میں مسیح کے واسطے مؤثر ہو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.1648647367608778,0.7754951404151093,Complete Hallucination
yet for love s sake i rather beseech thee being such an one as paul the aged and now also a prisoner of jesus christ,مگر مجھے یہ زیادہ پسند ہے کہ میں بوڑھا پولس بلکہ اس وقت مسیح یسوع کا قیدی بھی ہوکر محبّت کی راہ سے التماس کروں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6697696476251849,0.3031904090276561,Severe Under-generation
for perhaps he therefore departed for a season that thou shouldest receive him for ever,کیونکہ ممکن ہے کہ وہ تجھ سے اس لئے تھوڑی دیر کے واسطے جدا ہؤا ہو کہ ہمیشہ تیرے پاس رہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9991789020577414,0.5368880459329236,Complete Hallucination
thou hast loved righteousness and hated iniquity therefore god even thy god hath anointed thee with the oil of gladness above thy fellows,تو نے راستبازی سے محبّت اور بدکاری سے عداوت رکھّی . اسی سبب سے خدا یعنی تیرے خدا نے خوشی کے تیل سے تیرے ساتھیوں کی بہ نسبت تجھے زیادہ مسح کیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3516793178707452,0.10379735644785475,Severe Under-generation
they shall perish but thou remainest and they all shall wax old as doth a garment,وہ نیست ہو جائیں گے مگر تو باقی رہے گا اور وہ سب پوشاک کی مانند پرانے ہو جائیں گے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9285711888012419,0.437936159321364,Complete Hallucination
are they not all ministering spirits sent forth to minister for them who shall be heirs of salvation,کیا وہ سب خدمتگذار روحیں نہیں جو نجات کی میراث پانے والوں کی خاطر خدمت کو بھیجی جاتی ہیں,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.0,0.0,Complete Hallucination
for every house is builded by some man but he that built all things is god,چنانچہ ہر ایک گھر کا کوئی نہ کوئی بنانے والا ہوتا ہے مگر جس نے سب چیزیں بنائیں وہ خدا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.8983209764474023,1.0638572368144246,Complete Hallucination
and to whom sware he that they should not enter into his rest but to them that believed not,اور کن کی بابت اس نے قسم کھائی کہ وہ میرے آرام میں داخل نہ ہونے پائیں گے سوا ان کے جنہوں نے نافرمانی کی,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.4063107680545461,0.6262306660667678,Severe Under-generation
and in this place again if they shall enter into my rest,اور پھر اس مقام پر ہے کہ وہ میرے آرام میں داخل نہ ہونے پائیں گے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.6473675090573985,1.0206090014712692,Complete Hallucination
whither the forerunner is for us entered even jesus made an high priest for ever after the order of melchisedec,جہاں یسوع ہمیشہ کے لئے ملک صدق کے طریقہ کا سردار کاہن بن کر ہماری خاطر پیشرو کے طور پر داخل ہؤا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.4043906699509268,0.7223977751044713,Severe Under-generation
to whom also abraham gave a tenth part of all first being by interpretation king of righteousness and after that also king of salem which is king of peace,اسی کو ابرہام نے سب چیزوں کی دہ یکی دی . یہ اوّل تو اپنے نام کے معنی کے موافق راستبازی کا بادشاہ ہے اور پھر سالم یعنی صلح کا بادشاہ .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.36757737611929725,0.11973699696089526,Severe Under-generation
for i will be merciful to their unrighteousness and their sins and their iniquities will i remember no more,اس لئے کہ میں ان کی ناراستیوں پر رحم کروں گا اور ان کے گناہوں کو پھر کبھی یاد نہ کروں گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8413546956033721,0.39136696693767,Complete Hallucination
for there was a tabernacle made the first wherein was the candlestick and the table and the shewbread which is called the sanctuary,یعنی ایک خیمہ بنایا گیا تھا . اگلے میں چراغدان اور میز اور نذر کی روٹیاں تھیں اور اسے پاک مکان کہتے ہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6879024558640436,0.2852887188870795,Severe Under-generation
and over it the cherubims of glory shadowing the mercyseat of which we cannot now speak particularly,اور اس کے اوپر جلال کے کروبی تھے جو کفّارہ گاہ پر سایہ کرتے تھے . ان باتوں کے مفصّل بیان کرنے کا یہ موقع نہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.1513898741909734,0.22101201858491376,Severe Under-generation
which was a figure for the time then present in which were offered both gifts and sacrifices that could not make him that did the service perfect as pertaining to the conscience,وہ خیمہ موجودہ زمانہ کے لئے ایک مثال ہے اور اس کے مطابق ایسی نذریں اور قربانیاں گذرانی جاتی تھیں جو عبادت کرنے والے کو دل کے اعتبار سے کامل نہیں کر سکتیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.649648523652968,0.09668940955665631,Severe Under-generation
but christ being come an high priest of good things to come by a greater and more perfect tabernacle not made with hands that is to say not of this building,لیکن جب مسیح آیندہ کی اچھّی چیزوں کا سردار کاہن ہو کر آیا تو اس بزرگ تر اور کامل تر خیمہ کی راہ سے جو ہاتھوں کا بنا ہؤا یعنی اس دنیا کا نہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.28793067276226614,0.08381791228455931,Severe Under-generation
by a new and living way which he hath consecrated for us through the veil that is to say his flesh,جو اس نے پردہ یعنی اپنے جسم میں سے ہوکر ہمارے واسطے مخصوص کی ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,4.673755854567403,3.3873139568654365,Partial Match
now faith is the substance of things hoped for the evidence of things not seen,اب ایمان امّید کی ہوئی چیزوں کا اعتماد اور اندیکھی چیزوں کا ثبوت ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,3.822749005968956,2.6130939192450073,Complete Hallucination
but now they desire a better country that is an heavenly wherefore god is not ashamed to be called their god for he hath prepared for them a city,مگر حقیقت میں وہ ایک بہتر یعنی آسمانی ملک کے مشتاق تھے . اسی لئے خدا ان سے یعنی ان کا خدا کہلانے سے شرمایا نہیں چنانچہ اس نے ان کے لئے ایک شہر تیّار کیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.4812714633610965,0.13411797998435854,Severe Under-generation
ye have not yet resisted unto blood striving against sin,تم نے گناہ سے لڑنے میں اب تک ایسا مقابلہ نہیں کیا جس میں خون بہا ہو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.3871593828447106,0.8847433876615435,Complete Hallucination
and ye have forgotten the exhortation which speaketh unto you as unto children my son despise not thou the chastening of the lord nor faint when thou art rebuked of him,اور تم اس نصیحت کو بھول گئے جو تمہیں فرزندوں کی طرح کی جاتی ہے کہ اے میرے بیٹے خداوند کی تنبیہ کو ناچیز نہ جان اور جب وہ تجھے ملامت کرے تو بے دل نہ ہو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.20173074117918088,0.05081313013310741,Severe Under-generation
wherefore lift up the hands which hang down and the feeble knees,پس ڈھیلے ہاتھوں اور سست گھٹنوں کو درست کرو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.78958201621224,2.1080143482486866,Complete Hallucination
and make straight paths for your feet lest that which is lame be turned out of the way but let it rather be healed,اور اپنے پاؤں کے لئے سیدھے راستے بناؤ تاکہ لنگڑا بے راہ نہ ہو بلکہ شفا پائے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.253439997664676,0.6722595985895219,Complete Hallucination
for ye know how that afterward when he would have inherited the blessing he was rejected for he found no place of repentance though he sought it carefully with tears,کیونکہ تم جانتے ہو کہ اس کے بعد جب اس نے برکت کا وارث ہونا چاہا تو منظور نہ ہؤا . چنانچہ اس کو نیّت کی تبدیلی کا موقع نہ ملا گو اس نے آنسو بہا بہا کر اس کی بڑی تلاش کی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.2260249962360929,0.04933924752768849,Severe Under-generation
and the sound of a trumpet and the voice of words which voice they that heard intreated that the word should not be spoken to them any more,اور نرسنگے کا شور اور کلام کرنے والے کی ایسی آواز تھی جس کے سننے والوں نے درخواست کی کہ ہم سے اور کلام نہ کیا جائے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5483610079889423,0.2120296698380968,Severe Under-generation
wherefore we receiving a kingdom which cannot be moved let us have grace whereby we may serve god acceptably with reverence and godly fear,پس ہم وہ بادشاہی پاکر جو ملنے کی نہیں اس فضل کو ہاتھ سے نہ دیں جس کے سبب سے پسندیدہ طور پر خدا کی عبادت خدا ترسی اور خوف کے ساتھ کریں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.31821260595881257,0.08997963435713734,Severe Under-generation
for the wrath of man worketh not the righteousness of god,کیونکہ انسان کا قہر خدا کی راستبازی کا کام نہیں کرتا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.9205372689861648,1.5841249161857862,Complete Hallucination
my brethren have not the faith of our lord jesus christ the lord of glory with respect of persons,اے میرے بھائیو ہمارے خداوند ذوالجلال یسوع مسیح کا ایمان تم میں طرفداری کے ساتھ نہ ہو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.0540132007718503,0.6722595985895219,Complete Hallucination
are ye not then partial in yourselves and are become judges of evil thoughts,تو کیا تم نے آپس میں طرفداری نہ کی اور بدنیّت منصف نہ بنے,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.8699127455275804,1.1904339039084089,Complete Hallucination
but ye have despised the poor do not rich men oppress you and draw you before the judgment seats,لیکن تم نے غریب آدمی کی بے عزّتی کی . کیا دولتمند تم پر ظلم نہیں کرتے اور وہی تمہیں عدالتوں میں گھسیٹ کر نہیں لے جاتے,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5639769182891534,0.22101201858491376,Severe Under-generation
and the tongue is a fire a world of iniquity so is the tongue among our members that it defileth the whole body and setteth on fire the course of nature and it is set on fire of hell,زبان بھی ایک آگ ہے . زبان ہمارے اعضا میں شرارت کا ایک عالم ہے اور سارے جسم کو داغ لگاتی ہے اور دائرۂ دنیا کو آگ لگا دیتی ہے اور جہنّم کی آگ سے جلتی رہتی ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3726522190043629,0.09379251509516606,Severe Under-generation
ye adulterers and adulteresses know ye not that the friendship of the world is enmity with god whosoever therefore will be a friend of the world is the enemy of god,اے زنا کرنے والیو کیا تمہیں نہیں معلوم کہ دنیا سے دوستی رکھنا خدا سے دشمنی کرنا ہے پس جو کوئی دنیا کا دوست بننا چاہتا ہے وہ اپنے آپ کو خدا کا دشمن بناتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.4551584481264364,0.12481084386640215,Severe Under-generation
for that ye ought to say if the lord will we shall live and do this or that,یوں کہنے کی جگہ تمہیں یہ کہنا چاہئے کہ اگر خداوند چاہے تو ہم زندہ بھی رہیں گے اور یہ یا وہ کام بھی کریں گے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5096106733557846,0.18584821415604133,Severe Under-generation
ye have condemned and killed the just and he doth not resist you,تم نے راستباز شخص کو قصوروار ٹھہرایا اور قتل کیا . وہ تمہارا مقابلہ نہیں کرتا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.5330482086557378,0.9222243386316821,Complete Hallucination
be patient therefore brethren unto the coming of the lord behold the husbandman waiteth for the precious fruit of the earth and hath long patience for it until he receive the early and latter rain,پس اے بھائیو خداوند کی آمد تک صبر کرو . دیکھو . کسان زمین کی قیمتی پیداوار کے انتظار میں پہلے اور پچھلےمینہ کے برسنے تک صبر کرتا رہتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.7717997134726624,0.26575528980892604,Severe Under-generation
be ye also patient stablish your hearts for the coming of the lord draweth nigh,تم بھی صبر کرو اور اپنے دلوں کو مضبوط رکھّو کیونکہ خداوند کی آمد قریب ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,3.1298021724850704,1.9636807449857283,Complete Hallucination
but as he which hath called you is holy so be ye holy in all manner of conversation,بلکہ جس طرح تمہارا بلانے والا پاک ہے اسی طرح تم بھی اپنے سارے چال چلن میں پاک بنو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.026229873226064,0.6007729539904239,Complete Hallucination
who did no sin neither was guile found in his mouth,نہ اس نے گناہ کیا اور نہ اس کے منہ سے کوئی مکر کی بات نکلی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,3.7219830120702193,2.4691978139697457,Partial Match
finally be ye all of one mind having compassion one of another love as brethren be pitiful be courteous,غرض سب کے سب یکدل اور ہمدرد ہو . برادرانہ محبّت رکھّو . نرم دل اور فروتن بنو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.134159411149905,0.5827669889121849,Complete Hallucination
wherein they think it strange that ye run not with them to the same excess of riot speaking evil of you,اس پر تعجّب کرتے ہیں کہ تم اسی سخت بدچلنی تک ان کا ساتھ نہیں دیتے اور لعن طعن کرتے ہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9298407413672353,0.45146723321756704,Complete Hallucination
beloved think it not strange concerning the fiery trial which is to try you as though some strange thing happened unto you,اے پیارو جو مصیبت کی آگ تمہاری آزمایش کے لئے تم میں بھڑکی ہے یہ سمجھ کر اس سے تعجّب نہ کرو کہ یہ ایک انوکھی بات ہم پر واقع ہوئی ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8074913888772125,0.2824312693917767,Severe Under-generation
neither as being lords over god s heritage but being ensamples to the flock,اور جو لوگ تمہارے سپرد ہیں ان پر حکومت نہ جتاؤ بلکہ گلّہ کے لئے نمونہ بنو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.253439997664676,0.6722595985895219,Complete Hallucination
be sober be vigilant because your adversary the devil as a roaring lion walketh about seeking whom he may devour,تم ہوشیار اور بیدار رہو . تمہارا مخالف ابلیس گرجنے والے شیر ببر کی طرح ڈھونڈتا پھرتا ہے کہ کس کو پھاڑ کھائے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.7612892104221858,0.3392673743305262,Severe Under-generation
and to godliness brotherly kindness and to brotherly kindness charity,اور دینداری پر برادرانہ الفت اور برادرانہ الفت پر محبّت بڑھاؤ .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.283916584906242,1.5841249161857862,Complete Hallucination
but he that lacketh these things is blind and cannot see afar off and hath forgotten that he was purged from his old sins,اور جس میں یہ باتیں نہ ہوں وہ اندھا ہے اور کوتاہ نظر اور اپنے پہلے گناہوں کے دھوئے جانے کو بھولے بیٹھا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.4063107680545461,0.6262306660667678,Severe Under-generation
and spared not the old world but saved noah the eighth person a preacher of righteousness bringing in the flood upon the world of the ungodly,اور نہ پہلی دنیا کو چھوڑا بلکہ بے دین دنیا پر طوفان بھیج کر راستبازی کی منادی کرنے والےنوح کو مع اور سات آدمیوں کو بچا لیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.46111480588281506,0.1611077095599111,Severe Under-generation
for it had been better for them not to have known the way of righteousness than after they have known it to turn from the holy commandment delivered unto them,کیونکہ راستبازی کی راہ کا نہ جاننا ان کے لئے اس سے بہتر ہوتا کہ اسے جان کر اس پاک حکم سے پھر جاتے جو انہیں سونپا گیا تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9691617123716866,0.36457046786111574,Severe Under-generation
nevertheless we according to his promise look for new heavens and a new earth wherein dwelleth righteousness,لیکن اس کے وعدہ کے موافق ہم نئے آسمان اور نئی زمین کا انتظار کرتے ہیں جن میں راستبازی بسی رہے گی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8413546956033721,0.39136696693767,Complete Hallucination
this then is the message which we have heard of him and declare unto you that god is light and in him is no darkness at all,اس سے سنکر جو پیغام ہم تمہیں دیتے ہیں وہ یہ ہے کہ خدا نور ہے اور اس میں ذرا بھی تاریکی نہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.1979901819389887,0.908367111944937,Severe Under-generation
he that saith he abideth in him ought himself also so to walk even as he walked,جو کوئی یہ کہتا ہے کہ میں اس میں قائم ہوں تو چاہئے کہ یہ بھی اسی طرح چلے جس طرح وہ چلتا تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6888429635370448,0.3254789030330574,Severe Under-generation
i write unto you little children because your sins are forgiven you for his name s sake,اے بچّو میں تمہیں اس لئے لکھتا ہوں کہ اس کے نام سے تمہارے گناہ معاف ہوئے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.4905997634518269,0.9507186417607946,Complete Hallucination
for all that is in the world the lust of the flesh and the lust of the eyes and the pride of life is not of the father but is of the world,کیونکہ جو کچھ دنیا میں ہے یعنی جسم کی خواہش اور آنکھوں کی خواہش اور زندگی کی شیخی وہ باپ کی طرف سے نہیں بلکہ دنیا کی طرف سے ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8769337814817061,0.2941065742962576,Severe Under-generation
whosoever denieth the son the same hath not the father but he that acknowledgeth the son hath the father also,جو کوئی بیٹے کا انکار کرتا ہے اس کے پاس باپ بھی نہیں . جو بیٹے کا اقرار کرتا ہے اس کے پاس باپ بھی ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.2372489386117111,0.559638639480464,Severe Under-generation
but whoso hath this world s good and seeth his brother have need and shutteth up his bowels of compassion from him how dwelleth the love of god in him,جس کسی کے پاس دنیا کا مال ہو اور وہ اپنے بھائی کو محتاج دیکھ کر رحم کرنے میں دریغ کرے تو اس میں خدا کی محبّت کیونکر قائم رہ سکتی ہے,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3420692923126182,0.1081945903600909,Severe Under-generation
who is he that overcometh the world but he that believeth that jesus is the son of god,دنیا کا مغلوب کرنے والا کون ہے سوا اس شخص کے جس کا یہ ایمان ہے کہ یسوع خدا کا بیٹا ہے,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8402059569374971,0.45146723321756704,Complete Hallucination
if we receive the witness of men the witness of god is greater for this is the witness of god which he hath testified of his son,جب ہم آدمیوں کی گواہی قبول کر لیتے ہیں تو خدا کی گواہی تو اس سے بڑھ کر ہے اور خدا کی گواہی یہ ہے کہ اس نے اپنے بیٹے کے حق میں گواہی دی ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6889733666052121,0.19533952716124067,Severe Under-generation
whosoever transgresseth and abideth not in the doctrine of christ hath not god he that abideth in the doctrine of christ he hath both the father and the son,جو کوئی آگے بڑھ جاتا ہے اور مسیح کی تعلیم پر قائم نہیں رہتا اس کے پاس خدا نہیں جو اس تعلیم پر قائم رہتا ہے اس کے پاس باپ بھی ہے اور بیٹا بھی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.2605304465155657,0.07265989576268371,Severe Under-generation
for i rejoiced greatly when the brethren came and testified of the truth that is in thee even as thou walkest in the truth,کیونکہ جب بھائیوں نے اکر تیری اس سچّائی کی گواہی دی جس پر تو حقیقت میں چلتا ہے تو میں نہایت خوش ہؤا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.818058494941366,0.40345917544215326,Severe Under-generation
to the only wise god our saviour be glory and majesty dominion and power both now and ever amen,اس خدای واحد کا جو ہمارا منّجی ہے جلال اور عظمت اور سلطنت اور اختیار ہمارے خداوند یسوع مسیح کے وسیلہ سے جیسا ازل سے ہے اب بھی ہو اور ابدالآباد رہے . آمین,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.33305249519402697,0.09668940955665631,Severe Under-generation
i was in the spirit on the lord s day and heard behind me a great voice as of a trumpet,کہ خداوند کے دن روح میں آگیا اور اپنے پیچھے نرسنگے کی سی یہ ایک بڑی آواز سنی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.134159411149905,0.5827669889121849,Complete Hallucination
and in the midst of the seven candlesticks one like unto the son of man clothed with a garment down to the foot and girt about the paps with a golden girdle,اور ان چراغدانوں کے بیچ میں آدمزاد سا ایک شخص دیکھا جو پاؤں تک کا جامہ پہنے اور سونے کا سینہ بند سینہ پر باندھے ہوئے تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.46111480588281506,0.1611077095599111,Severe Under-generation
i know thy works and tribulation and poverty but thou art rich and i know the blasphemy of them which say they are jews and are not but are the synagogue of satan,میں تیری مصیبت اور غریبی کو جانتا ہوں مگر تو دولتمند ہے اور جو اپنے آپ کو یہودی کہتے ہیں اور ہیں نہیں بلکہ شیطان کی جماعت ہیں ان کے لعن طعن کو بھی جانتا ہوں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.20747551353380594,0.05296575931996361,Severe Under-generation
so hast thou also them that hold the doctrine of the nicolaitans which thing i hate,چنانچہ تیرے ہاں بھی بعض لوگ اسی طرح نیکلیّون کی تعلیم کے ماننے والے ہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.287374630559967,0.8945840476941364,Complete Hallucination
and i gave her space to repent of her fornication and she repented not,میں نے اس کو توبہ کرنے کی مہلت دی مگر وہ اپنی حرامکاری سے توبہ کرنا نہیں چاہتی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.7535481516142286,1.7548671440830201,Partial Match
